Interview Id,Candidate Id,Interviewer Id,Profile,S.L.R.C,S.L.R.I,A.T.T,L.M.I,L.M.C,S.R,L.J.T.C,L.J.T.I,N.I.C,N.I.I,S.P.I,S.P.C,L.A.C,L.A.I,Q.A,P.E.I,P.E.C,COMPLIANCE Ratio,Interview duration,Interviewer Intro,Candidate into,Opp to ask,Status
567031971923,9237614682,236,Developer,0.9,0.1,48,77,66,51,193,472,36,40,25,58,13,3,3,Positive,Neutral,65,38,Yes,Yes,No,May Consider
405650929736,6723934244,201,Product Manager,0.55,0.45,79,95,70,33,184,477,41,10,64,45,2,5,7,Positive,Negative,14,16,No,No,Yes,May Consider
233603900257,5556326449,221,QA Automation,0.6,0.4,83,64,46,64,286,24,18,6,66,60,14,12,6,Positive,Neutral,88,25,No,Yes,Yes,Not Consider
916101180987,64819972.1,203,QA Manual,0.57,0.43,89,89,107,67,224,137,19,55,32,68,2,5,3,Neutral,Neutral,28,39,Yes,Yes,No,May Consider
944270015045,8052255765,238,Developer,0.54,0.46,40,79,120,54,37,207,22,57,61,67,1,15,6,Neutral,Neutral,60,38,No,No,No,Consider
575279415515,2920891692,221,Marketing,0.87,0.13,89,58,80,42,129,12,8,69,25,12,6,12,3,Negative,Positive,47,23,Yes,No,No,May Consider
410787341640,7257439629,245,Data Scientist,0.53,0.47,116,106,90,48,204,514,65,36,73,36,15,4,7,Neutral,Positive,79,52,No,Yes,Yes,Not Consider
225035424386,5907133200,217,Program Manager,0.94,0.06,113,77,67,23,211,528,62,68,40,87,4,14,4,Neutral,Negative,94,17,Yes,No,Yes,Not Consider
517163134408,5516628970,268,Program Manager,0.6,0.4,74,53,82,36,207,399,43,67,74,70,9,17,5,Positive,Positive,52,52,No,No,Yes,May Consider
283535053202,1829620852,230,Marketing,0.6,0.4,54,108,88,30,234,40,43,61,27,81,9,13,7,Positive,Neutral,87,32,Yes,No,Yes,May Consider
280805696170,8584936652,256,Developer,0.64,0.36,21,44,59,48,56,148,69,52,90,29,9,14,5,Positive,Positive,12,26,Yes,No,No,May Consider
209752118675,9645162960,207,Data Scientist,0.83,0.17,56,102,49,66,122,510,63,32,28,82,5,16,7,Negative,Positive,88,23,No,Yes,Yes,May Consider
517885750512,2266697074,195,Marketing,0.85,0.15,23,97,111,70,224,354,58,8,88,12,7,3,2,Positive,Positive,94,37,Yes,No,Yes,Not Consider
158579180070,7943165088,230,Marketing,0.73,0.27,51,72,102,60,121,547,70,66,26,30,10,14,3,Positive,Neutral,94,15,Yes,No,No,May Consider
727577445998,7972544677,248,Data Scientist,0.78,0.22,77,59,82,66,55,57,43,50,49,9,10,19,4,Positive,Positive,11,16,Yes,No,Yes,May Consider
918651355210,5163229236,226,QA Manual,0.95,0.05,86,112,49,67,223,492,24,67,90,13,6,4,6,Negative,Positive,84,54,Yes,Yes,No,Not Consider
124905773157,6196413640,201,Developer,0.99,0.01,52,105,107,30,35,247,15,24,85,13,9,16,6,Positive,Neutral,40,59,No,No,Yes,Consider
354909186985,1094036187,252,Sales,0.92,0.08,45,70,96,43,299,590,49,40,56,19,6,6,3,Positive,Negative,75,32,Yes,No,Yes,Not Consider
21782622288,6797781154,252,Developer,0.54,0.46,72,117,64,48,275,417,58,46,50,71,9,12,6,Positive,Neutral,86,30,Yes,No,No,Not Consider
742832048989,4029265439,268,QA Automation,0.56,0.44,65,42,53,34,99,264,43,51,53,82,4,18,6,Positive,Negative,55,40,Yes,Yes,Yes,Consider
229099648203,2478322252,216,Data Scientist,0.55,0.45,57,94,80,65,26,87,40,12,90,24,6,4,3,Positive,Positive,92,15,Yes,No,No,Consider
687597893245,5724139596,248,QA Automation,0.9,0.1,26,89,113,67,147,357,30,25,48,83,12,10,3,Neutral,Neutral,15,39,Yes,No,No,Consider
506219429469,3108823034,256,QA Manual,0.62,0.38,67,89,92,59,195,119,49,52,48,56,2,11,4,Positive,Negative,22,38,No,Yes,No,May Consider
328737923125,1972333043,251,QA Manual,0.98,0.02,96,53,92,54,43,379,39,68,38,7,6,11,5,Neutral,Positive,63,47,No,Yes,Yes,Consider
572751272415,5515507119,208,Account Manager,0.68,0.32,108,53,118,29,214,535,10,68,79,66,1,9,6,Neutral,Negative,83,42,Yes,No,Yes,Consider
501851037284,7209419703,245,QA Manual,0.66,0.34,117,51,42,61,170,265,47,36,58,78,9,9,2,Negative,Neutral,32,25,Yes,Yes,No,May Consider
904120759596,6179973615,236,Sales,0.72,0.28,93,57,93,30,222,201,47,38,81,21,9,10,6,Positive,Positive,64,49,Yes,Yes,No,Not Consider
679445138735,3578948981,216,Marketing,0.76,0.24,118,51,91,53,284,72,38,10,42,65,8,17,4,Positive,Positive,95,22,No,No,No,Not Consider
618276739287,4030035830,213,Product Manager,0.72,0.28,104,80,114,59,85,201,9,13,82,10,1,8,2,Neutral,Neutral,66,50,No,Yes,No,Consider
261922331363,6935087683,216,HR,0.78,0.22,77,93,67,31,130,78,65,61,74,46,9,18,2,Negative,Positive,17,26,Yes,Yes,No,May Consider
715183215301,1367470251,213,HR,0.72,0.28,103,67,64,53,177,468,56,69,74,32,12,17,2,Positive,Negative,80,33,Yes,No,No,Not Consider
9196903535,7397253269,198,Developer,0.86,0.14,97,116,117,20,162,238,25,22,29,75,9,6,7,Negative,Negative,75,30,Yes,Yes,Yes,Consider
820899677689,3041861913,212,Marketing,0.81,0.19,109,77,105,57,78,149,36,24,82,61,11,13,3,Negative,Negative,41,49,No,No,Yes,Consider
668620519695,444244759.7,205,Marketing,0.84,0.16,23,71,114,41,268,542,56,67,85,81,13,7,3,Negative,Neutral,60,30,No,No,No,Not Consider
309568183621,5567453772,192,Product Manager,0.53,0.47,83,98,91,53,127,85,14,68,58,71,3,4,2,Positive,Positive,87,47,Yes,No,Yes,Consider
694111618940,5796242145,203,QA Manual,0.7,0.3,86,54,57,36,143,306,28,67,54,73,11,13,3,Negative,Negative,63,52,Yes,Yes,Yes,Consider
203135173119,8103480243,252,Program Manager,0.58,0.42,88,86,62,23,284,214,9,20,73,9,4,18,5,Neutral,Positive,54,25,No,No,No,Not Consider
96088631200,7172172053,258,Developer,0.91,0.09,89,46,110,64,132,49,62,70,74,83,13,7,7,Neutral,Neutral,18,47,Yes,No,Yes,Consider
881893293610,8470491403,259,QA Manual,0.86,0.14,27,52,79,60,204,252,60,48,67,61,3,1,6,Neutral,Positive,46,17,No,No,Yes,Not Consider
96560616441,2648002926,231,HR,0.79,0.21,32,73,70,55,80,545,68,14,87,14,2,18,7,Neutral,Positive,31,27,No,No,Yes,May Consider
258822249117,7829462760,234,QA Manual,0.98,0.02,68,104,114,39,163,315,66,19,68,16,1,6,4,Negative,Neutral,14,47,Yes,No,Yes,May Consider
276230401731,6030503943,211,Sales,0.86,0.14,103,58,120,44,117,157,20,13,31,73,10,10,3,Neutral,Neutral,25,24,No,No,Yes,Consider
385239358940,3762133253,224,Product Manager,0.92,0.08,74,118,98,38,114,65,40,17,42,38,6,7,3,Neutral,Positive,93,21,Yes,No,Yes,May Consider
131531971677,7184083975,219,Account Manager,0.74,0.26,42,45,99,32,50,557,65,31,56,70,13,14,3,Neutral,Negative,35,28,No,No,No,Consider
250578763469,496321204.6,221,Account Manager,0.61,0.39,107,76,42,27,247,333,48,34,37,15,14,1,6,Positive,Positive,23,50,Yes,No,No,Not Consider
453104593275,8419964077,267,QA Automation,0.93,0.07,90,108,112,58,30,566,20,24,45,48,13,17,6,Positive,Negative,69,52,No,No,Yes,Consider
929456780184,7436552719,209,QA Automation,0.62,0.38,85,66,70,47,150,551,59,41,50,67,12,18,2,Negative,Positive,98,45,No,No,No,May Consider
190367881566,4222837131,247,Marketing,0.61,0.39,61,88,103,37,89,480,43,13,72,81,7,10,5,Positive,Negative,5,33,Yes,No,No,Consider
906934197461,9286981301,192,Marketing,0.52,0.48,118,75,114,61,285,162,20,12,20,61,1,9,5,Negative,Negative,9,18,Yes,Yes,Yes,Not Consider
679802930851,9127287709,223,Data Scientist,0.84,0.16,82,48,115,56,263,102,68,27,25,53,8,4,7,Neutral,Neutral,61,45,Yes,No,No,Not Consider
898562217762,7470403557,208,Sales,0.6,0.4,106,45,68,67,193,82,62,61,41,52,15,15,4,Negative,Neutral,5,42,Yes,No,Yes,Not Consider
440582187315,9372776996,210,HR,0.76,0.24,45,50,118,28,49,391,16,53,46,16,12,1,3,Positive,Positive,30,26,Yes,Yes,Yes,Consider
374029925397,8615473838,220,QA Automation,0.79,0.21,71,60,57,25,88,435,33,69,42,20,12,7,7,Neutral,Neutral,88,24,Yes,No,Yes,May Consider
536773131407,6001412414,232,Product Manager,0.95,0.05,98,57,45,65,176,384,57,41,56,76,1,4,7,Neutral,Negative,0,50,No,No,Yes,May Consider
218774855882,246601953.7,239,Developer,0.9,0.1,32,68,98,42,272,202,40,35,55,14,13,1,6,Negative,Positive,69,26,Yes,No,Yes,Not Consider
580036383965,2787696908,268,HR,0.98,0.02,87,115,94,67,220,332,60,14,68,66,11,3,2,Neutral,Positive,71,20,Yes,No,No,Not Consider
31658153827,891278275.8,197,Program Manager,0.94,0.06,99,94,70,38,107,328,8,19,82,58,11,20,5,Negative,Neutral,51,32,Yes,Yes,No,Consider
313243105728,1305970928,199,QA Automation,0.84,0.16,29,88,76,28,245,570,24,65,63,53,10,13,7,Negative,Negative,15,22,Yes,No,No,Not Consider
791749167526,4322822329,262,QA Manual,0.84,0.16,23,45,70,33,262,561,44,67,29,25,5,3,2,Neutral,Positive,56,54,Yes,No,No,Not Consider
839571242611,6582497143,230,Sales,0.84,0.16,44,120,51,44,217,409,37,29,62,75,14,15,6,Negative,Neutral,95,54,No,Yes,No,May Consider
444544315710,9069085317,233,Marketing,0.7,0.3,105,94,82,53,255,271,51,14,61,19,8,16,2,Negative,Negative,8,48,No,Yes,No,Not Consider
612348392419,1209573312,253,Account Manager,0.54,0.46,23,97,106,65,37,560,14,37,24,42,1,18,3,Neutral,Positive,25,16,No,Yes,No,Consider
96818684397,1407071858,235,QA Manual,0.71,0.29,90,118,107,37,17,378,29,12,41,30,2,2,5,Negative,Positive,70,18,No,No,Yes,Consider
400263004693,9114365937,257,Developer,0.85,0.15,21,58,108,37,72,258,55,41,37,51,11,14,5,Positive,Positive,26,60,Yes,No,No,Consider
287160343542,5378567966,232,QA Manual,0.6,0.4,78,78,40,64,40,539,39,35,72,75,5,13,5,Positive,Neutral,36,44,No,Yes,Yes,Consider
415760101593,5002316757,222,Marketing,0.68,0.32,24,99,80,40,32,276,15,54,50,70,15,6,3,Positive,Positive,42,43,Yes,No,No,Consider
361573380479,7732788152,207,Developer,0.5,0.5,69,43,61,55,299,233,53,29,66,76,10,16,3,Positive,Positive,31,54,Yes,No,No,Not Consider
419791998465,3992177623,193,Marketing,0.67,0.33,108,87,100,47,225,424,5,48,87,74,11,8,5,Neutral,Positive,100,49,Yes,Yes,No,May Consider
553988627743,740083888.7,233,HR,0.53,0.47,43,100,52,31,32,422,69,69,65,65,8,2,4,Positive,Negative,33,51,No,No,No,Consider
875055343403,2316417965,268,Program Manager,0.92,0.08,31,44,79,60,13,422,69,67,80,31,6,12,4,Neutral,Negative,40,29,Yes,Yes,No,Consider
501851163231,6418480420,191,HR,0.61,0.39,71,98,119,67,117,551,29,46,33,15,12,2,5,Negative,Positive,30,45,No,Yes,Yes,Consider
546983123545,2897657128,261,Marketing,0.7,0.3,33,56,95,65,298,432,5,58,41,32,10,11,4,Neutral,Positive,17,55,Yes,Yes,Yes,Not Consider
747040201558,2546055525,209,QA Manual,0.86,0.14,77,53,79,51,100,118,52,14,80,71,1,13,3,Positive,Negative,63,59,Yes,No,Yes,Consider
484768304594,4880812917,228,Sales,0.72,0.28,36,91,63,24,79,379,34,52,48,83,15,8,7,Neutral,Positive,33,49,Yes,Yes,Yes,Consider
240231259997,2852017241,248,Developer,0.8,0.2,56,84,89,43,120,43,62,44,82,7,4,7,2,Negative,Neutral,73,15,Yes,Yes,Yes,May Consider
144396824214,9085075899,255,Data Scientist,0.99,0.01,94,61,66,28,254,152,17,58,62,24,5,14,2,Neutral,Positive,77,27,Yes,No,Yes,Not Consider
18562369124,724107429.4,257,Marketing,0.68,0.32,115,109,94,66,26,107,5,14,30,17,4,6,6,Neutral,Positive,91,49,No,No,No,Consider
836004790021,9154025214,195,Sales,0.91,0.09,31,73,40,35,266,248,14,13,21,27,15,17,6,Neutral,Negative,10,30,Yes,Yes,No,Not Consider
426375732310,657236649.1,242,Program Manager,0.78,0.22,33,46,45,53,37,426,16,50,37,29,3,9,5,Negative,Positive,35,17,No,No,No,Consider
435920381384,2771940425,208,HR,0.83,0.17,70,73,94,21,275,501,49,49,40,25,6,6,6,Negative,Neutral,31,28,No,No,Yes,Not Consider
439254811224,3296861260,261,Program Manager,0.94,0.06,73,44,40,49,159,259,44,8,44,10,7,9,5,Negative,Neutral,10,56,No,No,Yes,Not Consider
849698713498,7556551829,192,Developer,0.94,0.06,115,63,89,39,41,288,70,23,82,61,13,19,3,Neutral,Neutral,60,18,Yes,Yes,Yes,Consider
603072831495,5380634990,218,Data Scientist,0.58,0.42,48,72,70,62,282,490,68,58,58,47,13,9,2,Positive,Positive,69,50,Yes,No,Yes,Not Consider
449629154759,541339516.2,258,QA Automation,0.83,0.17,102,47,50,21,98,115,32,62,52,74,4,14,4,Negative,Positive,68,44,No,No,No,Consider
660945348922,3014626383,214,Account Manager,0.84,0.16,86,103,69,60,218,87,53,51,66,50,7,17,7,Negative,Negative,43,23,Yes,Yes,No,Not Consider
245034258173,8963476524,242,Product Manager,0.54,0.46,63,86,96,24,107,144,19,62,72,88,1,12,5,Positive,Neutral,39,53,Yes,No,Yes,Consider
288593513137,6678470407,232,Account Manager,0.6,0.4,39,112,42,20,15,370,56,15,62,66,1,3,5,Negative,Neutral,83,60,No,No,Yes,Consider
935757871808,8347322706,213,QA Manual,0.73,0.27,65,47,65,37,127,64,30,41,49,18,2,3,4,Negative,Positive,25,54,No,Yes,No,May Consider
247559626496,6061042706,198,Product Manager,0.52,0.48,110,69,69,70,249,501,51,68,42,81,4,16,2,Negative,Positive,44,57,No,No,No,May Consider
11252439349,3619966193,234,Developer,0.52,0.48,45,95,85,64,187,484,28,60,51,58,6,20,7,Negative,Neutral,51,58,Yes,No,No,May Consider
278980945234,7489692873,210,Product Manager,0.89,0.11,78,118,51,49,13,307,32,68,51,46,14,14,7,Positive,Negative,96,32,Yes,No,No,Consider
405442324630,1747878982,252,Data Scientist,0.66,0.34,89,116,116,57,283,57,55,33,36,38,9,18,6,Positive,Negative,89,29,No,No,Yes,Not Consider
859351844399,2318068661,206,Data Scientist,0.7,0.3,25,96,107,68,256,455,10,8,43,44,12,2,7,Positive,Neutral,71,25,Yes,No,No,Not Consider
820006754663,3706762347,243,Program Manager,0.53,0.47,83,81,66,58,51,406,38,35,83,30,9,7,5,Positive,Negative,48,27,No,No,No,Consider
513149831546,447691417.6,209,QA Automation,0.9,0.1,30,112,85,47,215,215,52,59,42,33,9,9,4,Neutral,Neutral,68,30,No,Yes,Yes,Not Consider
57962316748,7585794379,218,Product Manager,0.51,0.49,53,72,93,44,253,220,35,24,24,42,5,6,4,Positive,Positive,27,33,No,No,Yes,Not Consider
292746375133,4225528202,222,HR,0.95,0.05,28,49,62,44,289,567,63,32,30,60,10,3,4,Negative,Neutral,57,49,Yes,No,No,Not Consider
640627232781,8409735236,191,Marketing,0.95,0.05,28,86,80,66,280,570,20,67,47,88,7,1,7,Neutral,Negative,34,22,No,No,No,Not Consider
689180658902,7613926256,212,Data Scientist,0.81,0.19,81,73,49,63,230,353,16,13,52,80,3,16,5,Positive,Positive,16,53,No,No,No,May Consider
642536743725,8495865743,247,Product Manager,0.93,0.07,29,119,76,65,53,74,36,43,42,85,15,2,2,Positive,Neutral,17,26,No,No,Yes,Consider
101772704399,7881764400,190,Account Manager,0.59,0.41,97,76,108,65,52,48,26,63,34,28,13,17,3,Negative,Positive,40,19,No,No,Yes,Consider
302097995669,1537014505,236,Developer,0.81,0.19,82,106,77,60,297,360,13,19,64,85,10,4,6,Positive,Neutral,16,57,Yes,No,No,Not Consider
871951836529,9509096477,203,QA Manual,0.84,0.16,46,65,103,70,69,70,47,30,36,46,6,5,6,Neutral,Negative,68,47,Yes,No,Yes,Consider
235292203179,5337653763,262,Data Scientist,0.96,0.04,64,114,64,21,57,381,13,40,46,51,13,15,2,Neutral,Neutral,7,26,Yes,No,No,Consider
156959670014,5705773622,211,Program Manager,0.52,0.48,113,111,65,67,169,288,56,42,77,26,10,5,2,Positive,Negative,96,16,No,No,No,Not Consider
383248464109,479171376.9,225,Program Manager,0.78,0.22,69,86,116,41,104,144,10,30,35,86,3,8,2,Negative,Neutral,24,26,No,No,Yes,Consider
790260082151,3372562940,192,QA Automation,0.73,0.27,35,79,104,44,161,491,55,59,22,30,4,3,4,Positive,Positive,43,48,Yes,No,No,May Consider
502846855706,2936161598,237,HR,0.79,0.21,58,82,117,51,144,246,63,29,60,32,8,5,4,Negative,Neutral,70,36,No,Yes,Yes,May Consider
33686694837,4717519268,223,QA Automation,0.7,0.3,87,83,87,46,283,197,36,69,63,72,4,11,7,Neutral,Negative,69,16,No,Yes,Yes,Not Consider
606603872744,7622375250,256,Program Manager,0.59,0.41,77,105,40,37,13,51,13,58,50,58,9,14,7,Neutral,Neutral,62,39,No,No,No,Consider
385837873335,8598334243,257,Product Manager,0.58,0.42,35,115,41,46,97,328,18,65,30,25,5,15,7,Negative,Positive,99,19,No,Yes,Yes,May Consider
271021323784,1358523190,226,Product Manager,0.79,0.21,68,71,53,30,43,300,26,34,51,86,9,13,5,Positive,Positive,18,40,Yes,No,No,Consider
564373531598,8291956947,254,Data Scientist,0.85,0.15,89,78,75,61,293,74,52,11,82,34,12,10,6,Positive,Positive,19,36,No,Yes,No,Not Consider
861535776471,9201400812,227,QA Manual,0.57,0.43,90,89,112,48,195,32,44,29,29,43,10,16,5,Neutral,Neutral,18,33,No,No,No,May Consider
447183819993,9375995695,256,Product Manager,0.63,0.37,24,116,82,21,277,245,21,11,49,21,8,6,2,Negative,Neutral,11,25,No,No,No,Not Consider
120509100223,8362998421,242,HR,0.8,0.2,25,88,65,36,216,91,48,32,56,72,7,3,4,Negative,Neutral,15,59,Yes,Yes,Yes,May Consider
237522365708,2103630434,224,Marketing,0.8,0.2,51,80,117,61,95,30,12,22,71,57,12,18,5,Neutral,Positive,100,30,No,No,Yes,Consider
88799035767,2018818318,255,Data Scientist,0.84,0.16,59,52,60,60,50,294,66,20,57,55,15,17,7,Negative,Positive,64,49,Yes,Yes,No,Consider
837880360557,707538951.1,196,Account Manager,0.89,0.11,49,41,45,25,120,576,33,33,46,13,12,19,4,Negative,Neutral,44,25,Yes,No,No,May Consider
290908899921,8627266336,242,HR,0.59,0.41,89,71,112,56,66,24,35,27,48,13,6,18,6,Negative,Neutral,34,38,No,Yes,Yes,Consider
381508864366,6902518964,195,Developer,0.96,0.04,49,106,49,58,73,354,29,52,59,71,7,4,7,Neutral,Positive,81,55,No,No,Yes,Consider
521236486993,5458650220,255,Sales,0.96,0.04,21,92,79,25,157,366,61,65,75,63,14,6,2,Neutral,Neutral,52,42,Yes,Yes,No,May Consider
912080453710,4176132834,248,QA Manual,0.8,0.2,57,88,55,53,228,303,63,64,81,19,12,4,7,Negative,Negative,30,52,Yes,Yes,No,Not Consider
390341939987,1896214443,209,QA Automation,0.71,0.29,45,69,60,39,207,519,40,67,67,67,15,6,7,Neutral,Neutral,34,31,Yes,Yes,Yes,Not Consider
232151752507,1748157818,206,Data Scientist,0.92,0.08,104,111,76,50,202,137,32,43,66,66,12,16,2,Neutral,Negative,47,43,No,Yes,No,May Consider
194378146482,4787230167,191,Program Manager,0.95,0.05,111,90,113,48,86,331,53,60,62,67,11,6,7,Neutral,Positive,54,47,Yes,No,No,Consider
199103090169,4110449216,230,Data Scientist,0.88,0.12,120,52,64,25,194,322,40,20,56,86,5,14,2,Negative,Neutral,2,40,No,No,No,May Consider
279947409361,5285124987,257,HR,0.5,0.5,110,109,71,45,171,199,12,53,72,62,11,17,4,Negative,Negative,64,24,Yes,No,Yes,May Consider
50473470250,1377866950,191,Developer,0.54,0.46,70,114,86,46,32,349,26,62,75,6,4,8,3,Positive,Positive,48,40,No,Yes,No,Consider
215857336193,1860953918,215,Sales,0.84,0.16,115,54,48,30,200,536,23,61,31,28,1,16,7,Negative,Positive,12,27,No,No,No,Not Consider
334585114222,3118237352,249,Developer,0.99,0.01,29,77,44,40,100,358,55,48,85,75,4,8,6,Negative,Positive,7,17,No,Yes,Yes,May Consider
30869479335,4632364414,264,Account Manager,0.79,0.21,27,77,101,36,170,296,24,5,88,49,5,5,2,Positive,Neutral,50,32,No,Yes,Yes,May Consider
430696796598,496262887.5,213,Program Manager,0.66,0.34,99,98,107,37,100,337,21,54,40,73,14,6,4,Neutral,Negative,75,21,No,No,Yes,Consider
14010719295,1050068585,240,Developer,0.71,0.29,90,45,120,35,179,337,35,51,89,79,8,13,7,Positive,Positive,21,47,Yes,Yes,Yes,Consider
517394454374,8355421104,258,HR,0.54,0.46,43,98,86,68,158,340,36,28,79,30,2,8,2,Positive,Neutral,91,38,Yes,No,No,May Consider
35919796323,6016379885,214,Developer,0.8,0.2,35,47,99,23,272,547,47,42,44,35,14,9,4,Negative,Negative,5,30,Yes,Yes,No,Not Consider
818405559932,5947051043,223,Marketing,0.64,0.36,55,72,91,62,42,311,32,17,50,24,1,13,3,Negative,Negative,95,31,Yes,Yes,No,Consider
673725474354,1439590464,255,Sales,0.59,0.41,76,59,79,53,135,228,67,60,45,56,4,1,3,Negative,Negative,14,59,Yes,No,Yes,May Consider
479518459901,6352066654,212,Product Manager,0.97,0.03,107,108,54,20,165,257,55,25,25,84,3,10,7,Negative,Positive,54,49,No,No,Yes,May Consider
198919727844,1335014293,231,Marketing,0.96,0.04,119,40,111,53,163,221,14,57,47,16,3,18,3,Positive,Negative,61,27,Yes,No,Yes,May Consider
44930296638,4964425015,226,Program Manager,0.79,0.21,88,67,93,59,134,242,56,12,84,64,1,1,3,Neutral,Neutral,14,48,Yes,No,No,Consider
511541170037,1182907827,250,Marketing,0.67,0.33,68,106,76,59,300,510,37,27,22,11,10,17,7,Neutral,Positive,26,16,Yes,Yes,Yes,Not Consider
70397555475,4734149479,192,Product Manager,0.54,0.46,42,92,112,43,55,27,49,68,83,14,2,16,4,Neutral,Neutral,94,25,No,Yes,No,Consider
621796582792,1190855588,252,Sales,0.58,0.42,98,90,110,52,135,453,21,59,34,72,3,8,5,Positive,Positive,49,49,Yes,Yes,No,Consider
376402203465,4000227390,244,Data Scientist,0.53,0.47,22,48,45,46,118,67,31,33,87,25,5,12,2,Neutral,Negative,22,41,Yes,Yes,No,May Consider
242210188223,6260564897,210,Developer,0.6,0.4,41,92,57,37,90,248,48,53,54,7,5,7,3,Positive,Positive,86,33,Yes,Yes,Yes,May Consider
77683508668,3760128685,237,HR,0.8,0.2,49,43,61,20,80,251,36,14,62,72,7,18,4,Neutral,Neutral,30,29,No,Yes,No,Consider
362828804690,4234531888,238,Developer,0.69,0.31,92,82,67,30,26,102,11,31,52,8,15,16,2,Positive,Neutral,52,57,No,No,No,Consider
174552178699,7984354719,268,Marketing,0.63,0.37,34,115,58,62,11,53,66,52,50,66,14,8,3,Positive,Positive,41,19,No,No,No,Consider
445364966993,3836185299,242,Data Scientist,0.62,0.38,76,51,110,65,158,62,16,52,46,67,5,17,3,Positive,Positive,0,16,No,No,Yes,Consider
833158784573,9233910009,234,Account Manager,0.77,0.23,69,100,63,20,169,102,5,59,86,68,8,20,7,Neutral,Positive,60,51,Yes,No,Yes,Consider
649004983317,4588577478,209,Account Manager,0.67,0.33,104,102,74,27,286,373,49,57,69,36,5,20,2,Negative,Neutral,81,58,Yes,Yes,No,Not Consider
771213792847,4299719650,257,Account Manager,0.69,0.31,112,107,82,59,39,120,28,39,35,68,5,8,3,Neutral,Negative,7,44,Yes,No,Yes,Consider
553636428121,9903446133,241,Product Manager,0.58,0.42,120,101,103,29,54,254,66,70,82,49,5,15,5,Negative,Positive,29,60,No,No,No,Consider
485561107354,1060863593,215,Sales,0.61,0.39,24,43,83,48,67,416,22,12,56,6,9,10,2,Negative,Negative,79,16,Yes,Yes,No,Consider
391282442769,8007688196,238,Developer,0.97,0.03,63,58,94,70,165,240,7,15,24,55,2,13,4,Positive,Positive,95,43,No,No,No,Consider
569622532142,9239406896,219,QA Automation,0.53,0.47,21,56,91,69,127,392,37,43,46,78,2,10,3,Negative,Negative,64,29,No,No,No,Consider
252512452773,1982457987,265,Program Manager,0.62,0.38,63,65,102,48,236,191,64,51,83,11,15,14,7,Neutral,Positive,84,56,Yes,Yes,Yes,Not Consider
561315862575,8481134114,225,Developer,0.91,0.09,59,82,54,58,84,327,56,8,52,75,9,1,6,Negative,Neutral,86,54,Yes,Yes,Yes,Consider
973600624239,3026894229,243,Marketing,0.5,0.5,60,49,102,23,27,489,58,42,23,28,4,7,2,Negative,Neutral,21,50,Yes,No,No,Consider
702985995243,7262491523,226,HR,0.51,0.49,78,120,88,22,172,245,5,5,38,27,13,18,5,Positive,Negative,75,51,Yes,No,Yes,May Consider
7421571766,250874140.5,245,HR,0.78,0.22,78,40,47,56,247,202,57,65,65,55,12,2,7,Negative,Positive,38,16,No,Yes,No,Not Consider
579685838355,3844564412,241,Account Manager,0.9,0.1,68,75,53,68,61,119,20,50,67,10,3,10,6,Positive,Negative,57,50,No,Yes,Yes,Consider
64825827501,5507379755,247,QA Automation,0.64,0.36,22,74,109,44,13,24,19,57,70,74,14,20,6,Neutral,Neutral,29,45,Yes,No,Yes,Consider
804432712975,4976314769,243,QA Manual,0.81,0.19,107,119,45,27,158,104,52,62,49,10,12,9,6,Negative,Negative,92,33,No,No,No,Not Consider
414971283454,4684487740,248,Developer,0.62,0.38,103,90,67,56,212,214,30,50,26,22,3,8,2,Positive,Positive,30,37,Yes,No,Yes,Not Consider
40606683435,1684129033,200,HR,0.55,0.45,83,80,63,42,180,73,19,51,20,22,2,14,3,Negative,Neutral,15,20,Yes,Yes,No,May Consider
637373261744,3710379014,239,Data Scientist,0.98,0.02,46,45,56,52,277,435,9,44,36,62,13,6,5,Negative,Neutral,97,57,Yes,No,No,Not Consider
572330232268,2446842397,214,Marketing,0.82,0.18,114,116,62,42,208,320,42,14,20,87,4,18,6,Positive,Neutral,36,60,No,Yes,Yes,May Consider
212966566864,1534048430,228,Account Manager,0.97,0.03,59,44,42,30,177,524,5,69,20,61,15,2,5,Neutral,Negative,92,52,Yes,No,No,May Consider
61483198710,8799850605,254,Sales,0.87,0.13,93,82,78,68,127,347,62,20,69,25,2,12,3,Negative,Neutral,74,15,Yes,Yes,Yes,May Consider
467073181507,6312787429,246,Marketing,0.62,0.38,108,118,94,35,257,222,58,49,52,38,7,3,3,Negative,Neutral,1,40,No,No,No,Not Consider
851095522146,4175052662,267,QA Manual,0.63,0.37,76,86,70,69,233,126,7,64,80,17,7,20,2,Positive,Positive,94,59,Yes,No,No,Not Consider
77779046136,9779462200,257,Developer,0.67,0.33,95,66,69,35,20,251,15,65,84,80,3,11,3,Negative,Neutral,76,26,Yes,Yes,No,Consider
303480243689,4082756552,199,Account Manager,0.52,0.48,116,73,46,57,300,129,64,12,79,6,15,2,4,Positive,Negative,76,16,Yes,No,Yes,Not Consider
135918135306,7623822521,251,Program Manager,0.8,0.2,98,58,91,47,23,436,56,31,48,9,10,11,7,Neutral,Negative,50,23,Yes,No,No,Consider
890004022430,876140950.3,260,Data Scientist,0.6,0.4,103,58,40,44,148,446,14,31,65,9,12,8,7,Positive,Negative,62,58,Yes,No,No,May Consider
